Timestep,C7,LANK,LASI,LBiceps,LClavicle,LD1M,LElbow,LForearm,LHEE,LKNE,LLCA,LMElbow,LMT5,LPSI,LSH1,LSH2,LSH3,LSTL,LShoulder,LTH1,LTH2,LTH3,LTHI,LTIB,LTOE,LWrist,RANK,RASI,RBiceps,RD1M,RElbow,RForearm,RHEE,RKNE,RLCA,RMElbow,RMT5,RPSI,RSH1,RSH2,RSTL,RShoulder,RTH1,RTH2,RTH3,RTHI,RTIB,RTOE,RWrist
403,0.0138997,0.0208305,0.0171864,0.00823989,0.00572902,0.0018696,0.024627,0.00858441,0.0208077,0.0164404,0.0110179,0.0203414,0.0187579,0.012321,0.00831708,0.0138105,0.011638,0.0158301,0.00506952,0.0172322,0.00870516,0.0125683,0.0140774,0.0131456,0.00771991,0.0198239,0.027905,0.0194278,0.00528474,0.00806288,0.0407474,0.00394563,0.00961861,0.00492209,0.0160957,0.024211,0.00853676,0.011081,0.00404969,0.0105435,0.0179189,0.0119787,0.00134903,0.00433604,0.00446937,0.00236297,0.00580354,0.00937606,0.00183878
404,0.0137166,0.020882,0.0171798,0.00819819,0.00568816,0.00184511,0.0244645,0.00847753,0.0207458,0.0164035,0.0112121,0.0203657,0.0186905,0.0123408,0.00839125,0.0139115,0.0117746,0.0158609,0.00489428,0.0170674,0.00860697,0.012472,0.0139262,0.0131292,0.00778531,0.0196986,0.0281034,0.0193254,0.00512838,0.00819762,0.0407317,0.00410102,0.00920499,0.00494464,0.0165306,0.0241839,0.00843118,0.0110883,0.00366884,0.0102654,0.0183333,0.0121111,0.00131803,0.00439596,0.00435524,0.0025165,0.00550871,0.0097517,0.00171366
405,0.0136797,0.02095,0.0171748,0.00822858,0.00563278,0.00183431,0.0244061,0.00842912,0.0206591,0.0163786,0.0114545,0.0203463,0.0186205,0.0123752,0.00849184,0.0140344,0.0119258,0.0159216,0.00488711,0.0169371,0.00856228,0.0124177,0.0138132,0.0131406,0.00786842,0.0196974,0.0283166,0.0193214,0.00510907,0.00833173,0.0407459,0.00412843,0.0088065,0.00491571,0.0169376,0.0241567,0.00836395,0.0111092,0.00331521,0.0100089,0.0187337,0.012083,0.00125928,0.00452723,0.00428956,0.00268743,0.00524241,0.0100822,0.00167214
406,0.0137905,0.0210354,0.0171718,0.00833074,0.00556318,0.00184644,0.0244508,0.00843764,0.0205488,0.0163657,0.0117446,0.0202825,0.0185499,0.0124234,0.00862017,0.0141798,0.0120924,0.0160136,0.00504804,0.0168405,0.008569,0.0124048,0.0137375,0.0131809,0.00797127,0.0198209,0.0285434,0.0194153,0.00522604,0.00845929,0.0407903,0.00402805,0.00842359,0.00483373,0.0173176,0.0241283,0.0083308,0.0111428,0.00298806,0.00977462,0.0191197,0.0118942,0.00117337,0.00472585,0.00427625,0.00287379,0.0050044,0.0103664,0.00170797
407,0.0138718,0.0211184,0.0171702,0.00841799,0.00550305,0.00188028,0.0244743,0.00843306,0.0204433,0.0163502,0.0120268,0.0202284,0.0184889,0.012468,0.00874569,0.0143187,0.0122554,0.0161008,0.00517576,0.016734,0.00856309,0.0123801,0.0136511,0.013216,0.0080783,0.019917,0.0287755,0.0194867,0.00531333,0.00859488,0.0408261,0.00395563,0.00804028,0.00476669,0.0177005,0.0241011,0.00831216,0.0111739,0.00265972,0.00953748,0.0195119,0.0117398,0.00110883,0.00490965,0.00425925,0.00305971,0.00475867,0.0106537,0.00172942
408,0.0137122,0.0211736,0.0171657,0.00838248,0.00546551,0.00191481,0.0243302,0.0083311,0.0203739,0.0163147,0.0122371,0.0202464,0.0184452,0.0124865,0.00883115,0.0144163,0.0123895,0.0161381,0.00503269,0.0165641,0.0084708,0.0122811,0.0134964,0.0132028,0.00816777,0.0198074,0.0290042,0.0193928,0.00517532,0.0087634,0.040806,0.00409215,0.00763827,0.00479701,0.0181203,0.0240764,0.008292,0.0111825,0.00230493,0.00926779,0.0199354,0.011848,0.00111075,0.00498615,0.00416328,0.00322091,0.00446431,0.0110028,0.00162635
409,0.0135213,0.0212257,0.0171621,0.00833239,0.00543842,0.00195731,0.0241652,0.00821901,0.0203078,0.0162766,0.0124398,0.020276,0.0184085,0.0125021,0.00891365,0.0145069,0.0125176,0.0161691,0.00485537,0.0163842,0.008368,0.012171,0.0133309,0.0131825,0.00825914,0.0196696,0.0292374,0.0192759,0.00500851,0.00894315,0.0407772,0.00425674,0.00723728,0.00484701,0.0185427,0.0240539,0.00829183,0.0111893,0.00196506,0.00899687,0.0203645,0.0119914,0.00113497,0.0050489,0.00405724,0.00337917,0.00416393,0.0113556,0.00152189
410,0.0134792,0.0212961,0.0171609,0.00835391,0.00539744,0.00202539,0.0241021,0.00816245,0.0202181,0.0162502,0.0126899,0.0202617,0.0183737,0.0125307,0.00902547,0.0146192,0.0126607,0.0162325,0.0048455,0.0162381,0.00831564,0.0121022,0.0132026,0.0131916,0.00837204,0.0196549,0.0294808,0.019257,0.00497649,0.00910953,0.0407789,0.00429459,0.00685412,0.0048466,0.0189391,0.0240301,0.00832314,0.0112077,0.00166992,0.00875102,0.0207767,0.0119746,0.00113548,0.00517211,0.00400525,0.00354677,0.00389192,0.0116622,0.00148924
411,0.0135872,0.0213855,0.0171616,0.00844613,0.00534167,0.00212482,0.0241403,0.0081585,0.0201064,0.0162358,0.012987,0.0202029,0.0183437,0.0125722,0.00916686,0.0147534,0.0128199,0.0163296,0.00500192,0.016126,0.00831192,0.0120738,0.0131103,0.01323,0.00850784,0.0197633,0.0297327,0.0193359,0.00507827,0.00925822,0.0408121,0.00420643,0.00648859,0.00479489,0.0193102,0.0240044,0.00838106,0.0112365,0.00142377,0.00853034,0.021171,0.0117969,0.00111428,0.00535242,0.00401113,0.00372236,0.00364677,0.0119229,0.00151642
412,0.0136652,0.0214728,0.0171634,0.00852286,0.00529504,0.00223509,0.0241568,0.00814172,0.0199987,0.0162198,0.013276,0.0201545,0.0183244,0.0126109,0.0093058,0.0148807,0.012974,0.0164213,0.00512332,0.0160034,0.00829592,0.0120341,0.0130068,0.0132621,0.00864769,0.019844,0.0299872,0.0193926,0.00515,0.00941273,0.040837,0.00414647,0.00612545,0.0047635,0.0196837,0.0239812,0.00845352,0.0112623,0.00123061,0.00830922,0.0215687,0.0116535,0.00111562,0.00551368,0.00400996,0.00389067,0.003395,0.0121874,0.00153282
413,0.0134981,0.0215304,0.0171617,0.00847902,0.00527276,0.00232031,0.0240079,0.0080343,0.0199236,0.0161847,0.013493,0.0201802,0.018318,0.0126256,0.00940358,0.0149658,0.0130962,0.0164602,0.00497433,0.0158179,0.00819829,0.0119227,0.0128364,0.0132449,0.00876532,0.0197191,0.030239,0.019285,0.00500005,0.0096047,0.0408045,0.00429408,0.00574762,0.00483761,0.0200917,0.0239647,0.00853362,0.0112671,0.00113902,0.00805749,0.0219954,0.0117735,0.00117076,0.00556987,0.00391691,0.00403044,0.00310048,0.0125149,0.00145679
414,0.0132993,0.0215846,0.0171608,0.00842098,0.00526173,0.00240779,0.0238382,0.00791779,0.0198515,0.0161473,0.0137014,0.020217,0.0183192,0.0126378,0.00949744,0.0150431,0.0132115,0.0164929,0.00479163,0.0156219,0.00809115,0.0118013,0.0126558,0.0132203,0.00888438,0.0195655,0.030494,0.0191549,0.00482192,0.00980545,0.0407634,0.00446962,0.00537413,0.00493344,0.0205015,0.023953,0.00863269,0.0112701,0.00119389,0.00780589,0.0224257,0.0119283,0.00123872,0.005609,0.003811,0.00416274,0.00280369,0.012848,0.00139227
415,0.0132518,0.0216592,0.0171618,0.00843267,0.00523586,0.0025267,0.0237688,0.00785173,0.0197578,0.0161222,0.0139564,0.0202078,0.0183264,0.0126619,0.00962008,0.0151416,0.0133424,0.0165598,0.00477423,0.0154595,0.00803146,0.0117202,0.0125107,0.0132255,0.0090279,0.0195341,0.0307566,0.0191224,0.00477618,0.00998602,0.0407539,0.00451954,0.00502014,0.00497925,0.0208848,0.02394,0.0087542,0.0112828,0.00135211,0.00757946,0.022837,0.0119215,0.00128094,0.00570136,0.00376387,0.00430029,0.00253389,0.0131378,0.00137872
416,0.0133561,0.0217551,0.0171642,0.00851181,0.00519381,0.00268038,0.023799,0.00783299,0.0196437,0.0161094,0.0142574,0.0201508,0.0183417,0.0126968,0.00977108,0.0152615,0.0134896,0.0166606,0.00492095,0.0153304,0.00801688,0.0116789,0.0124005,0.0132607,0.0091978,0.0196244,0.0310266,0.0191878,0.00486035,0.0101434,0.0407758,0.00444425,0.00468564,0.00497406,0.0212415,0.0239244,0.00889402,0.0113044,0.00156151,0.00737743,0.0232298,0.0117526,0.00129919,0.00584513,0.00377931,0.00444205,0.00228807,0.0133851,0.00139745
417,0.0134297,0.0218481,0.0171669,0.00857465,0.00516151,0.0028384,0.0238082,0.00780196,0.0195337,0.0160952,0.0145497,0.0201032,0.0183667,0.0127286,0.00991682,0.015374,0.0136308,0.0167559,0.00503241,0.0151908,0.00799073,0.0116269,0.0122797,0.0132894,0.00937077,0.0196864,0.0312997,0.0192312,0.00491512,0.0103059,0.0407893,0.00439625,0.00435783,0.00498973,0.021598,0.0239131,0.00904723,0.0113228,0.00182403,0.00717423,0.0236253,0.0116175,0.00132799,0.00597067,0.00378557,0.00457496,0.00203909,0.0136389,0.0014121
418,0.0132557,0.0219097,0.0171664,0.00852141,0.00515799,0.00295843,0.0236556,0.00768952,0.0194546,0.0160629,0.0147686,0.0201326,0.0183985,0.0127395,0.0100173,0.0154429,0.0137383,0.016796,0.00487729,0.0149882,0.00788787,0.0115054,0.0120944,0.0132677,0.00951697,0.0195443,0.0315724,0.0191111,0.00475418,0.0105105,0.0407449,0.00455388,0.00402312,0.0051092,0.0219844,0.0239135,0.00921336,0.0113229,0.00216697,0.00694047,0.0240477,0.0117455,0.00139216,0.00599688,0.00369126,0.00468101,0.00176241,0.013957,0.00138662
419,0.0130499,0.0219684,0.0171666,0.00845481,0.00516752,0.00307757,0.0234831,0.00757062,0.0193779,0.0160286,0.0149783,0.0201735,0.0184365,0.0127479,0.0101108,0.0155035,0.0138385,0.0168286,0.00468918,0.0147756,0.00777577,0.0113741,0.0118989,0.0132386,0.00966459,0.0193739,0.0318495,0.0189691,0.00456709,0.0107224,0.0406913,0.00473873,0.0036994,0.0052477,0.0223689,0.0239197,0.00939473,0.0113208,0.002536,0.0067061,0.0244719,0.0119068,0.00146135,0.00600706,0.00358502,0.00478045,0.00149478,0.0142836,0.00138795
420,0.0129969,0.0220487,0.0171682,0.00845348,0.0051595,0.00323128,0.0234097,0.00749667,0.0192809,0.0160063,0.0152335,0.0201654,0.0184828,0.0127652,0.0102299,0.0155853,0.0139545,0.0168961,0.00466303,0.0145967,0.00770805,0.0112824,0.0117379,0.0132398,0.00983867,0.019324,0.0321348,0.0189247,0.00450858,0.0109094,0.0406695,0.00479807,0.00340157,0.00533265,0.0227241,0.0239225,0.00958736,0.0113257,0.00288564,0.00649587,0.0248761,0.0119054,0.00150349,0.00607031,0.00354627,0.00488562,0.00125744,0.0145708,0.00140794
421,0.0130975,0.0221521,0.0171703,0.00851508,0.00513102,0.00342066,0.0234341,0.00746223,0.0191649,0.015996,0.015534,0.0201069,0.0185397,0.0127893,0.0103742,0.0156881,0.0140868,0.0169989,0.00479691,0.0144508,0.00768227,0.0112289,0.0116111,0.0132724,0.0100405,0.0193941,0.0324278,0.018977,0.00457573,0.0110692,0.0406794,0.00473201,0.00313162,0.00536438,0.0230495,0.0239205,0.00978709,0.0113367,0.00321197,0.00630961,0.0252597,0.0117409,0.00151943,0.00618658,0.0035797,0.00499628,0.00104546,0.0148194,0.00142353
422,0.0131673,0.0222531,0.0171723,0.00856091,0.00511285,0.00360904,0.0234384,0.00741676,0.019053,0.0159847,0.0158246,0.0200584,0.018604,0.0128083,0.0105103,0.0157828,0.0142127,0.0170946,0.00489545,0.0142949,0.00764557,0.0111645,0.0114741,0.0132993,0.0102443,0.0194362,0.0327251,0.0190068,0.00461498,0.0112325,0.0406808,0.00469299,0.00288141,0.00541286,0.0233703,0.0239226,0.00999363,0.0113443,0.00354922,0.00612282,0.0256422,0.0116099,0.00154028,0.00628953,0.00360791,0.00510159,0.000853495,0.0150781,0.00144306
423,0.0129883,0.0223201,0.0171728,0.00849807,0.00513093,0.00375096,0.023285,0.00730389,0.0189691,0.0159555,0.0160414,0.0200918,0.0186681,0.0128082,0.0105991,0.0158339,0.0143042,0.0171327,0.00473146,0.0140768,0.00753785,0.0110321,0.0112739,0.013275,0.0104166,0.019277,0.033024,0.018875,0.00444811,0.0114377,0.040625,0.00485805,0.00264418,0.00555693,0.0237151,0.0239403,0.010211,0.0113347,0.0039375,0.0059064,0.0260467,0.0117426,0.00158986,0.00630071,0.00353476,0.00518772,0.000723541,0.0154017,0.00148602
424,0.0127779,0.022384,0.0171741,0.00842378,0.00516372,0.00388879,0.0231123,0.00718863,0.0188875,0.0159246,0.0162481,0.0201378,0.0187363,0.0128042,0.0106789,0.015876,0.0143885,0.0171626,0.00453395,0.013849,0.00742178,0.0108902,0.0110642,0.0132438,0.0105883,0.0190911,0.0333281,0.018722,0.00425821,0.0116461,0.0405609,0.00505034,0.00243957,0.00571296,0.0240534,0.0239634,0.0104342,0.0113228,0.00433194,0.00568991,0.0264483,0.0119093,0.00164213,0.00630161,0.00345698,0.00527271,0.000710015,0.0157341,0.00156193
425,0.0127219,0.0224712,0.0171752,0.00841104,0.00517466,0.00405941,0.0230365,0.00711028,0.0187876,0.015905,0.0164987,0.0201331,0.0188158,0.0128047,0.0107833,0.0159391,0.0144893,0.0172277,0.00449401,0.0136553,0.00734616,0.0107867,0.010889,0.0132441,0.0107871,0.0190245,0.0336394,0.0186661,0.00419278,0.0118226,0.0405292,0.00511796,0.00228222,0.00581268,0.0243598,0.0239793,0.0106562,0.0113157,0.00469551,0.00549934,0.0268249,0.0119138,0.00166825,0.00635875,0.00345997,0.00536675,0.000777739,0.0160285,0.00161722
426,0.0128208,0.0225822,0.0171754,0.00845653,0.00515988,0.00426336,0.0230559,0.00706264,0.0186698,0.0158971,0.0167932,0.0200756,0.0189084,0.0128079,0.0109126,0.0160236,0.0146066,0.0173287,0.00460964,0.013496,0.00730981,0.0107203,0.0107476,0.013276,0.0110131,0.0190761,0.0339565,0.0187072,0.00424684,0.0119647,0.0405295,0.0050612,0.00217483,0.00585708,0.0246343,0.0239857,0.0108741,0.011312,0.00502794,0.00533572,0.0271754,0.0117555,0.001669,0.00647201,0.00354633,0.00547021,0.000881065,0.0162848,0.0016319
427,0.0128891,0.0226907,0.0171755,0.00848867,0.00515569,0.0044618,0.0230556,0.00700698,0.0185558,0.0158874,0.0170771,0.0200285,0.0190069,0.0128048,0.0110347,0.0160995,0.0147173,0.0174223,0.00468934,0.0133276,0.00726381,0.010644,0.0105963,0.0133023,0.0112381,0.0191006,0.0342764,0.0187272,0.00427472,0.0121049,0.0405223,0.00503179,0.0021139,0.00591282,0.0249008,0.0239953,0.0110919,0.0113046,0.00536216,0.00517561,0.0275184,0.0116311,0.00167348,0.00657681,0.00363329,0.00557401,0.00103633,0.0165476,0.00165743
428,0.0127084,0.0227636,0.0171762,0.00842332,0.00519725,0.0046073,0.0229018,0.0069034,0.0184678,0.0158609,0.0172868,0.0200679,0.0190994,0.0127852,0.0111106,0.0161315,0.0147928,0.0174571,0.00451067,0.0130975,0.00715196,0.0105023,0.0103837,0.0132772,0.0114272,0.0189288,0.034597,0.0185884,0.00410977,0.0122825,0.040459,0.00520551,0.00209847,0.00605465,0.0251868,0.0240239,0.0113169,0.0112834,0.00573558,0.00498901,0.0278752,0.011771,0.00170295,0.00659648,0.00362248,0.00566548,0.00127659,0.0168689,0.00176101
429,0.0124974,0.0228327,0.0171788,0.0083501,0.00525492,0.0047454,0.0227299,0.00680255,0.0183819,0.0158333,0.017486,0.020121,0.0191947,0.0127618,0.0111798,0.0161551,0.0148609,0.0174838,0.00429907,0.0128582,0.00703335,0.0103521,0.0101623,0.0132457,0.0116137,0.0187318,0.0349189,0.0184304,0.00392681,0.0124573,0.0403886,0.00540684,0.00213348,0.00620409,0.0254644,0.0240581,0.0115414,0.0112603,0.00610672,0.00480655,0.0282212,0.0119458,0.00173335,0.00660837,0.00361346,0.00575855,0.00153292,0.0171931,0.00189556
430,0.0124418,0.0229263,0.0171798,0.00833375,0.0052844,0.00491523,0.022652,0.00672911,0.0182792,0.015817,0.0177275,0.0201205,0.0193031,0.0127401,0.0112746,0.0162,0.0149458,0.0175468,0.00424043,0.012655,0.00695312,0.0102402,0.00997526,0.0132469,0.0118271,0.0186531,0.0352428,0.0183699,0.00386057,0.0125948,0.0403513,0.00548512,0.00221299,0.00629679,0.025711,0.0240808,0.0117577,0.011241,0.0064404,0.00465556,0.0285358,0.0119584,0.00174006,0.00667755,0.00368932,0.00586102,0.00175521,0.0174736,0.00197696
431,0.0125423,0.0230456,0.0171779,0.00836935,0.00528146,0.00511713,0.0226661,0.00667428,0.0181607,0.0158116,0.0180112,0.0200644,0.0194258,0.0127196,0.0113962,0.016266,0.0150478,0.0176468,0.00433247,0.0124887,0.00690863,0.0101656,0.00982289,0.0132803,0.0120675,0.0186912,0.0355677,0.0184064,0.00390383,0.0126942,0.0403465,0.00543991,0.00232594,0.00633464,0.0259272,0.0240909,0.0119638,0.0112249,0.00673506,0.00453793,0.028818,0.0118092,0.0017266,0.00680394,0.00384736,0.00597263,0.00194264,0.0177091,0.00199221
432,0.0126132,0.0231621,0.0171759,0.00839297,0.00529059,0.00531164,0.022661,0.00661502,0.018046,0.0158055,0.0182831,0.0200194,0.0195517,0.0126949,0.0115119,0.0163236,0.0151431,0.0177399,0.00438992,0.0123144,0.00685565,0.0100822,0.00966287,0.013308,0.0123047,0.0187044,0.03589,0.018424,0.00392325,0.0127891,0.0403343,0.00542174,0.00246441,0.00638081,0.0261352,0.0241053,0.0121666,0.0112064,0.00702122,0.00442879,0.0290851,0.0116942,0.00171787,0.00692247,0.00400345,0.00608433,0.00213373,0.0179417,0.00202254
433,0.0124356,0.0232408,0.0171778,0.00833159,0.0053567,0.00545254,0.0225087,0.00653361,0.0179558,0.0157836,0.0184802,0.020066,0.0196638,0.0126594,0.0115834,0.0163381,0.0152024,0.017774,0.00419606,0.0120785,0.00674333,0.00993667,0.00944349,0.0132842,0.0125029,0.018527,0.0362066,0.0182859,0.00376922,0.0129195,0.0402673,0.0056059,0.00262486,0.00650456,0.0263613,0.0241442,0.0123743,0.0111779,0.00733354,0.00429601,0.0293583,0.0118431,0.0017242,0.00695564,0.0040623,0.0061809,0.00236819,0.0182199,0.00216842
434,0.0122287,0.0233158,0.0171824,0.00826477,0.0054398,0.00558603,0.0223405,0.00646261,0.0178683,0.0157607,0.0186656,0.0201267,0.0197751,0.012623,0.0116487,0.0163444,0.0152544,0.0178011,0.00397125,0.0118347,0.00662544,0.0097842,0.00921654,0.0132543,0.0126968,0.0183266,0.0365175,0.0181298,0.00360337,0.0130459,0.0401943,0.00581737,0.00279807,0.0066327,0.0265786,0.0241895,0.0125779,0.0111494,0.00763295,0.0041715,0.029615,0.0120263,0.00172839,0.00698026,0.0041193,0.00627432,0.00259789,0.0184909,0.00234244
435,0.0121781,0.0234165,0.0171836,0.00824659,0.00548817,0.00575214,0.0222634,0.00640639,0.0177656,0.0157486,0.0188922,0.0201308,0.0198993,0.0125891,0.0117396,0.016372,0.0153232,0.0178658,0.00389647,0.0116292,0.00654321,0.00966934,0.00902463,0.0132571,0.0129171,0.0182431,0.0368222,0.0180716,0.00354249,0.0131343,0.0401543,0.00590638,0.00297488,0.00670657,0.0267649,0.0242214,0.0127686,0.0111238,0.00788698,0.00408444,0.0298363,0.0120477,0.00171888,0.00706026,0.00425173,0.00637388,0.00278597,0.0187113,0.00244222
436,0.0122835,0.0235433,0.0171799,0.00827176,0.00549776,0.00595096,0.0222749,0.00635463,0.0176488,0.0157472,0.0191593,0.0200762,0.020037,0.0125571,0.0118563,0.0164212,0.0154093,0.017969,0.00396933,0.011463,0.00649429,0.00959202,0.00886859,0.0132926,0.0131639,0.0182746,0.0371191,0.0181102,0.00357654,0.0131857,0.0401469,0.00587286,0.00314981,0.00672909,0.0269199,0.0242379,0.0129457,0.0111001,0.00809598,0.00403647,0.0300219,0.0119071,0.0017052,0.00719586,0.00445659,0.00648093,0.00293353,0.0188812,0.00245906
437,0.0123603,0.0236671,0.0171772,0.00828575,0.00552078,0.00614306,0.0222688,0.00630474,0.0175362,0.0157447,0.0194135,0.0200334,0.0201733,0.0125246,0.0119666,0.0164628,0.0154882,0.0180661,0.00401006,0.0112906,0.00643811,0.00950696,0.00870658,0.0133224,0.0134058,0.0182829,0.037405,0.0181306,0.00359047,0.013234,0.0401326,0.00586663,0.00332265,0.00675896,0.0270641,0.0242598,0.0131162,0.0110747,0.00828888,0.00399956,0.0301897,0.0118003,0.00170161,0.00732235,0.00465363,0.00658423,0.00307421,0.0190415,0.00249382
438,0.012191,0.0237522,0.0171829,0.00822816,0.00561187,0.00628189,0.0221237,0.0062659,0.0174465,0.0157274,0.019592,0.0200881,0.0202873,0.0124881,0.0120323,0.0164616,0.0155317,0.0181037,0.0038078,0.011056,0.00632935,0.00936125,0.00848626,0.0133003,0.0136057,0.0181088,0.037676,0.017998,0.0034584,0.0133179,0.0400656,0.00606133,0.00349473,0.00685843,0.0272204,0.0243126,0.0132876,0.011041,0.00849875,0.00393651,0.0303608,0.0119563,0.00169434,0.00735999,0.00475159,0.00666352,0.00324223,0.0192392,0.00266727
439,0.0119936,0.0238332,0.0171917,0.00816752,0.00572119,0.00641391,0.021965,0.00624666,0.01736,0.0157091,0.0197571,0.0201584,0.0203968,0.0124536,0.0120904,0.0164526,0.0155683,0.0181346,0.0035775,0.0108148,0.00621753,0.00920978,0.0082598,0.013272,0.0137994,0.0179148,0.0379329,0.0178485,0.00332305,0.0133981,0.0399928,0.00628285,0.00366028,0.00696058,0.0273629,0.0243728,0.0134515,0.011007,0.00869141,0.00388182,0.0305154,0.0121457,0.00168531,0.00738594,0.00484143,0.00673483,0.00339898,0.019426,0.00286647
440,0.0119525,0.0239411,0.017195,0.00814561,0.00578939,0.00657909,0.0218933,0.00622767,0.0172601,0.0157003,0.0199619,0.0201685,0.0205183,0.0124212,0.0121727,0.0164659,0.0156222,0.0182044,0.00349341,0.010615,0.00613832,0.00909573,0.00807027,0.0132768,0.0140179,0.0178349,0.0381758,0.0177959,0.00327641,0.013443,0.039953,0.00638212,0.00381532,0.00701362,0.0274704,0.0244152,0.0136009,0.0109745,0.00883942,0.00386725,0.0306369,0.0121731,0.00168742,0.00746702,0.00499837,0.00681338,0.00351538,0.0195621,0.00297789
441,0.0120666,0.0240762,0.0171909,0.0081568,0.00581332,0.00677666,0.0219065,0.00619689,0.0171479,0.015701,0.0202059,0.0201159,0.020653,0.0123901,0.0122784,0.0165016,0.0156938,0.0183133,0.00355287,0.0104571,0.0060893,0.00901834,0.00791814,0.0133141,0.0142615,0.0178671,0.0384041,0.0178395,0.00330395,0.0134528,0.0399459,0.00635913,0.00395985,0.00702062,0.0275432,0.0244372,0.0137359,0.0109439,0.00894463,0.0038948,0.0307268,0.0120382,0.00171713,0.00760423,0.00522019,0.00690279,0.00359454,0.0196491,0.00299673
442,0.0121531,0.0242074,0.0171883,0.00815846,0.00585207,0.00696643,0.0219041,0.00617594,0.01704,0.0157007,0.0204359,0.0200768,0.0207834,0.0123603,0.0123767,0.0165304,0.0157591,0.0184159,0.00358205,0.0102938,0.00603462,0.00893453,0.00776095,0.0133451,0.0144973,0.0178788,0.0386156,0.0178662,0.00331627,0.01346,0.0399329,0.00636289,0.00409681,0.0070344,0.0276008,0.0244637,0.0138627,0.0109125,0.00903604,0.00393193,0.030803,0.0119362,0.00176466,0.00773054,0.0054308,0.00698793,0.00366547,0.0197269,0.00303517
443,0.0119981,0.0242985,0.017199,0.00810537,0.00596788,0.0071019,0.0217719,0.00620439,0.0169537,0.015687,0.0205898,0.0201416,0.0208869,0.0123306,0.0124303,0.0165173,0.0157898,0.0184585,0.00337683,0.0100675,0.00593439,0.00879276,0.00754656,0.0133241,0.0146873,0.017718,0.0388064,0.0177427,0.00322304,0.0135019,0.0398689,0.00656677,0.00422784,0.00710861,0.0276659,0.0245257,0.0139885,0.0108741,0.00914586,0.00393644,0.0308855,0.0120957,0.00178074,0.00776443,0.00554289,0.00704195,0.00375678,0.0198405,0.00322618
444,0.0118171,0.0243859,0.0172139,0.00805207,0.00610203,0.00722949,0.0216287,0.0062601,0.0168712,0.0156718,0.0207297,0.0202228,0.0209839,0.0123033,0.0124761,0.0164972,0.0158141,0.0184941,0.0031462,0.00983513,0.00583277,0.00864533,0.00732768,0.0132967,0.0148686,0.0175406,0.0389793,0.0176036,0.003138,0.0135409,0.0398006,0.00679754,0.00435272,0.007184,0.0277163,0.024594,0.0141068,0.0108354,0.00924361,0.003947,0.0309563,0.0122879,0.00179695,0.00778529,0.00564453,0.00708824,0.00383862,0.0199453,0.00344147
445,0.0117911,0.0245008,0.0172202,0.00802773,0.0061901,0.00738852,0.0215684,0.00629681,0.0167773,0.0156645,0.0209078,0.020241,0.0210932,0.0122763,0.0125449,0.0165004,0.0158565,0.0185684,0.00305603,0.00964678,0.00576079,0.0085351,0.00714761,0.0133017,0.0150728,0.0174746,0.0391374,0.0175606,0.00311736,0.0135463,0.0397648,0.00690669,0.00447321,0.00721526,0.0277349,0.0246388,0.0142114,0.0107989,0.00930542,0.00399908,0.0310008,0.0123182,0.00185776,0.00786284,0.00580889,0.00715027,0.0038894,0.0200049,0.00356095
