Timestep,C7,LANK,LASI,LBiceps,LClavicle,LD1M,LElbow,LForearm,LHEE,LKNE,LLCA,LMElbow,LMT5,LPSI,LSH1,LSH2,LSH3,LSTL,LShoulder,LTH1,LTH2,LTH3,LTHI,LTIB,LTOE,LWrist,RANK,RASI,RBiceps,RD1M,RElbow,RForearm,RHEE,RKNE,RLCA,RMElbow,RMT5,RPSI,RSH1,RSH2,RSTL,RShoulder,RTH1,RTH2,RTH3,RTHI,RTIB,RTOE,RWrist
113,0.0178045,0.0172443,0.00781481,0.00964815,0.0154237,0.0122893,0.0144688,0.0109712,0.0181342,0.00592641,0.0167504,0.0251458,0.014135,0.0198867,0.00698512,0.00742874,0.0117222,0.0235197,0.00302509,0.0114566,0.00791725,0.00687245,0.0106732,0.00415678,0.00620428,0.00440035,0.0261383,0.0150112,0.00744871,0.00831244,0.0478684,0.00755194,0.0154839,0.0205275,0.018869,0.0213127,0.0248173,0.0184105,0.00875897,0.00879294,0.0115853,0.0138279,0.00505858,0.00768165,0.0105081,0.00595725,0.0064053,0.0148737,0.00948183
114,0.0178088,0.0172639,0.00793293,0.00945901,0.0154746,0.0122369,0.0146138,0.0108602,0.0180237,0.00588431,0.0167483,0.0249887,0.0140943,0.0198444,0.00689233,0.00738668,0.0116697,0.0235086,0.00306737,0.0114953,0.00794341,0.00699815,0.0106186,0.00409664,0.00623762,0.00435267,0.0263441,0.0149263,0.00735044,0.00820568,0.0477228,0.00745041,0.0154603,0.0204374,0.0187753,0.0213905,0.0246503,0.0183576,0.00865001,0.0087165,0.0116087,0.0140289,0.00517632,0.0077602,0.0105685,0.00606886,0.00631149,0.0147878,0.0093495
115,0.0178833,0.0172865,0.00796779,0.00922243,0.0155127,0.0121751,0.0148503,0.0106508,0.017913,0.00580675,0.0167436,0.0247961,0.0140755,0.0198134,0.00677321,0.00732635,0.011594,0.0234964,0.00308018,0.0115725,0.00802952,0.00718818,0.0106034,0.00403055,0.00624872,0.00418937,0.0265561,0.0149324,0.00733532,0.00809978,0.0476454,0.00739656,0.0153975,0.0203441,0.0187034,0.0214538,0.0245009,0.0183259,0.0085486,0.00863406,0.0116675,0.014084,0.00531411,0.00785364,0.0106345,0.00619649,0.00623702,0.0147238,0.00933415
116,0.0180299,0.0173119,0.00791941,0.00893733,0.0155394,0.0121034,0.015177,0.0103399,0.0178023,0.00569644,0.0167366,0.0245672,0.0140785,0.0197967,0.00662877,0.00724909,0.0114954,0.0234836,0.00308342,0.0116908,0.00817788,0.00744294,0.0106321,0.00396248,0.00623815,0.00390763,0.0267744,0.0150316,0.0074017,0.00799413,0.0476356,0.00738713,0.0152953,0.0202472,0.0186533,0.0215034,0.024369,0.0183186,0.00845555,0.00854664,0.0117614,0.0139942,0.00547242,0.00796413,0.0107067,0.006342,0.00618355,0.0146821,0.00943424
117,0.0181607,0.01734,0.00788953,0.00866418,0.0155688,0.012035,0.0154864,0.0100494,0.0176967,0.00560681,0.0167308,0.0243466,0.0140776,0.0197838,0.00649454,0.00717694,0.0114019,0.0234716,0.00311346,0.0118029,0.00831123,0.00767722,0.0106563,0.00390084,0.00623392,0.00365155,0.0269901,0.015116,0.00745283,0.00788967,0.0476105,0.00736767,0.0152045,0.0201503,0.0185944,0.0215598,0.0242319,0.0183105,0.00836452,0.0084639,0.0118472,0.0139323,0.00562927,0.00807688,0.0107789,0.0064913,0.00612938,0.0146362,0.00951345
118,0.0181649,0.0173686,0.00799565,0.0084702,0.0156085,0.0119853,0.0156534,0.00992503,0.0176031,0.00559478,0.0167297,0.0241853,0.0140436,0.0197561,0.00641052,0.00713141,0.0113454,0.0234612,0.00314987,0.0118461,0.00833405,0.00779145,0.0106105,0.00384641,0.00626832,0.00359248,0.0271917,0.0150555,0.0073719,0.00778748,0.0474724,0.00727441,0.0151848,0.0200568,0.0184904,0.021643,0.0240638,0.018266,0.00826636,0.00839501,0.0118751,0.0140967,0.00575445,0.00816961,0.0108394,0.00662178,0.00604501,0.0145543,0.00941523
119,0.01815,0.0173986,0.00812019,0.00829014,0.0156483,0.011939,0.0158044,0.00982439,0.0175149,0.00560044,0.0167297,0.0240335,0.0140065,0.0197293,0.00633562,0.00708798,0.0112933,0.0234509,0.00318651,0.0118777,0.00833859,0.00788561,0.010554,0.00379231,0.00630871,0.0035627,0.0273895,0.0149785,0.0072779,0.00768718,0.0473197,0.00717527,0.0151772,0.0199628,0.0183779,0.0217314,0.023891,0.0182174,0.00816882,0.00832991,0.0118952,0.0142871,0.00587647,0.00826257,0.010897,0.00675284,0.00595699,0.0144676,0.00929896
120,0.0182082,0.0174308,0.00816167,0.00806084,0.0156783,0.0118824,0.016044,0.00962059,0.0174259,0.00557608,0.0167281,0.0238467,0.0139912,0.0197183,0.00623517,0.00702756,0.0112183,0.0234399,0.00322535,0.0119512,0.00840603,0.00804454,0.0105436,0.00373715,0.0063281,0.00341532,0.0275933,0.014996,0.00726376,0.00758685,0.047234,0.00711727,0.0151303,0.0198654,0.0182871,0.0218065,0.023735,0.0181945,0.00807953,0.0082604,0.0119491,0.0143328,0.0060187,0.00837319,0.0109618,0.00690148,0.00589069,0.0144026,0.00929645
121,0.0183409,0.0174649,0.00812004,0.00778076,0.0156997,0.0118153,0.0163708,0.00931051,0.017336,0.00552403,0.0167251,0.0236244,0.013998,0.0197252,0.00610896,0.00695129,0.0111202,0.0234288,0.00328446,0.0120685,0.00853826,0.00826784,0.0105831,0.00368455,0.0063267,0.00315163,0.0278038,0.0151096,0.00732858,0.0074862,0.047215,0.00709692,0.0150439,0.0197649,0.018218,0.0218699,0.023596,0.0182002,0.00799877,0.00818675,0.012036,0.0142334,0.00618157,0.00850295,0.0110346,0.00706913,0.00584773,0.0143596,0.00940573
122,0.0184563,0.0174997,0.00809705,0.00751373,0.0157228,0.0117507,0.0166798,0.0090218,0.0172513,0.00549173,0.0167234,0.0234128,0.0140028,0.0197336,0.00599165,0.00687757,0.0110268,0.0234174,0.00336052,0.0121759,0.00865434,0.00847145,0.0106164,0.00363581,0.00633101,0.00292038,0.0280106,0.0152091,0.00737957,0.00738771,0.0471813,0.00706707,0.0149686,0.0196646,0.0181407,0.0219392,0.0234528,0.0182044,0.00791895,0.00811779,0.0121143,0.0141593,0.00634023,0.00863379,0.0111059,0.00723789,0.00580314,0.0143126,0.00949542
123,0.0184394,0.0175331,0.00820994,0.00733103,0.0157513,0.0117042,0.0168476,0.00890703,0.0171775,0.00552698,0.0167242,0.0232639,0.0139776,0.019718,0.00592383,0.00682608,0.0109696,0.0234056,0.00339446,0.0122054,0.00865452,0.00855584,0.0105696,0.00358419,0.00637098,0.00288948,0.0282008,0.0151601,0.00730179,0.00729385,0.0470364,0.00697026,0.0149653,0.0195684,0.0180199,0.022031,0.0232799,0.0181642,0.00782939,0.00806204,0.0121354,0.0143084,0.00646268,0.00874004,0.0111628,0.00738249,0.00572437,0.0142309,0.00941305
124,0.0184032,0.0175668,0.00834185,0.00716388,0.0157786,0.0116602,0.0169981,0.00881696,0.0171069,0.00557646,0.016726,0.0231257,0.0139506,0.0196985,0.00586426,0.00677553,0.0109165,0.0233934,0.0034226,0.0122221,0.00863583,0.00862035,0.010511,0.00353122,0.00641586,0.00288866,0.0283865,0.0150949,0.00721006,0.00720279,0.0468771,0.00686622,0.0149743,0.0194726,0.0178909,0.0221277,0.0231027,0.0181186,0.00773945,0.00801019,0.0121476,0.0144817,0.00657937,0.00884538,0.0112183,0.00752696,0.00564189,0.0141448,0.00931356
125,0.0184424,0.0176025,0.00839019,0.00694553,0.0157979,0.0116057,0.0172345,0.00861842,0.0170333,0.005599,0.0167273,0.0229513,0.0139461,0.0196945,0.00577817,0.00670891,0.01084,0.0233819,0.00348053,0.0122837,0.00868308,0.00875073,0.0105041,0.00348126,0.00644013,0.00277737,0.0285787,0.0151279,0.00719767,0.00711175,0.0467837,0.00679695,0.0149437,0.0193737,0.0177837,0.0222136,0.0229428,0.0181029,0.00765759,0.00795446,0.0121919,0.0145093,0.00671514,0.00897115,0.0112841,0.00769043,0.00558314,0.0140797,0.00932478
126,0.0185587,0.0176404,0.00835488,0.00667469,0.015811,0.0115406,0.017556,0.00830938,0.0169559,0.00559666,0.0167286,0.0227407,0.0139637,0.0197069,0.0056654,0.00662668,0.0107408,0.0233713,0.0035828,0.012392,0.00879829,0.00894636,0.0105516,0.00343707,0.00644463,0.00256624,0.0287776,0.0152607,0.00726431,0.00701983,0.0467554,0.00675994,0.0148731,0.0192722,0.017699,0.02229,0.0228006,0.0181194,0.00758438,0.00789557,0.0122682,0.0143908,0.00686995,0.0091178,0.0113616,0.00787295,0.00554912,0.0140353,0.00944503
127,0.0186565,0.0176784,0.00833721,0.00641873,0.0158245,0.0114782,0.017859,0.00802289,0.0168808,0.00560908,0.0167303,0.0225406,0.0139798,0.0197149,0.00556061,0.00654624,0.0106461,0.02336,0.00369236,0.0124894,0.0088968,0.00912321,0.0105902,0.0033937,0.00645373,0.00239955,0.0289726,0.0153791,0.00731774,0.00693005,0.0467126,0.00671351,0.0148141,0.0191721,0.0176074,0.0223721,0.0226551,0.0181327,0.00751136,0.00784099,0.0123353,0.0142959,0.00701812,0.00926393,0.0114393,0.00805509,0.00551318,0.0139866,0.00954699
128,0.0186179,0.0177136,0.00845544,0.00625139,0.015839,0.0114333,0.0180206,0.00791741,0.0168152,0.00567481,0.0167329,0.0224036,0.0139673,0.019688,0.0055035,0.00648537,0.0105872,0.0233467,0.00372139,0.0125038,0.00887525,0.00918211,0.0105396,0.00333807,0.0064954,0.00241326,0.0291497,0.0153458,0.00724402,0.00684777,0.0465607,0.00660589,0.014827,0.0190774,0.0174736,0.0224726,0.0224826,0.0180943,0.00742659,0.00779773,0.0123464,0.0144213,0.00712744,0.00938185,0.0115005,0.00820992,0.00543982,0.0139044,0.00948243
129,0.0185593,0.0177488,0.00859157,0.00610057,0.0158515,0.0113908,0.0181631,0.00783765,0.016751,0.00574924,0.0167362,0.0222763,0.0139523,0.0196526,0.00545393,0.00642552,0.010532,0.0233334,0.0037402,0.0125048,0.00883526,0.0092221,0.0104764,0.00327904,0.00654121,0.00245284,0.0293226,0.015296,0.0071571,0.00676922,0.0463944,0.00649175,0.0148514,0.0189842,0.0173326,0.0225772,0.0223081,0.0180485,0.0073408,0.00775816,0.012349,0.0145692,0.00723018,0.00949863,0.0115609,0.00836336,0.00536228,0.0138176,0.0094015
130,0.0185784,0.0177869,0.00864308,0.00589583,0.0158583,0.011338,0.0183895,0.00764613,0.0166827,0.00579838,0.0167405,0.0221117,0.0139574,0.0196336,0.00537679,0.00635041,0.0104537,0.023322,0.00381066,0.012554,0.00886513,0.00932794,0.0104689,0.00322663,0.00656804,0.00240891,0.029502,0.015347,0.00714994,0.0066893,0.0462928,0.00640873,0.014836,0.0188884,0.0172141,0.0226736,0.0221516,0.0180359,0.00726457,0.00771521,0.0123839,0.0145707,0.00735305,0.00963685,0.011635,0.00853618,0.00531001,0.0137515,0.00942875
131,0.0186762,0.0178271,0.00860913,0.00563626,0.0158608,0.0112753,0.0186997,0.00733994,0.0166105,0.0058248,0.0167454,0.0219103,0.013982,0.0196334,0.00527161,0.00626104,0.0103515,0.023313,0.00394405,0.0126537,0.00896649,0.00950083,0.0105191,0.00318309,0.0065761,0.0023079,0.0296889,0.0154999,0.00722338,0.00660712,0.0462559,0.00635493,0.0147801,0.0187895,0.0171179,0.0227633,0.0220127,0.018059,0.00719843,0.00766866,0.0124509,0.0144258,0.00749612,0.00979704,0.0117237,0.00872856,0.00528417,0.0137058,0.00956228
132,0.0187546,0.0178669,0.00859241,0.00539273,0.015863,0.011215,0.0189906,0.00705742,0.0165414,0.00586094,0.0167501,0.0217193,0.0140035,0.0196281,0.00517321,0.00617369,0.0102532,0.0233037,0.00407735,0.0127422,0.00905143,0.00965616,0.0105589,0.00313854,0.00658856,0.00226243,0.0298713,0.0156372,0.00728495,0.00652825,0.0462048,0.00629366,0.014735,0.0186921,0.0170149,0.0228578,0.0218719,0.0180772,0.00713309,0.00762592,0.0125103,0.0143034,0.00763395,0.00995555,0.0118118,0.00891894,0.00525556,0.0136561,0.00967802
133,0.0186938,0.0179034,0.0087112,0.00524045,0.015862,0.0111714,0.0191389,0.00696244,0.0164838,0.0059384,0.0167538,0.0215931,0.0139955,0.0195843,0.0051231,0.00610365,0.0101911,0.0232909,0.00410006,0.012744,0.00901449,0.00969437,0.0105026,0.00307453,0.00663137,0.00232923,0.030035,0.0156192,0.00721837,0.00645893,0.0460457,0.0061754,0.0147615,0.0186014,0.016872,0.0229667,0.0217065,0.0180367,0.00705541,0.00759412,0.0125162,0.0144023,0.00773504,0.0100815,0.0118795,0.00907958,0.00518655,0.0135741,0.00963255
134,0.018613,0.0179391,0.00884761,0.00510515,0.0158586,0.0111303,0.0192674,0.00689379,0.0164301,0.0060216,0.0167574,0.0214778,0.0139839,0.0195343,0.00508008,0.00603406,0.0101325,0.023277,0.00410931,0.0127326,0.00896,0.00971488,0.010433,0.00300607,0.00667793,0.00240828,0.030194,0.0155842,0.00713871,0.0063938,0.0458728,0.0060511,0.0147995,0.0185127,0.016723,0.0230794,0.0215397,0.0179877,0.00697746,0.00756588,0.012515,0.0145247,0.00783186,0.0102044,0.0119453,0.00923802,0.00511246,0.0134881,0.00957211
135,0.0186122,0.0179766,0.00889886,0.00491429,0.0158515,0.0110796,0.0194795,0.00670899,0.0163734,0.00608403,0.0167625,0.0213262,0.01399,0.0195067,0.00500855,0.00595056,0.01005,0.0232655,0.00418802,0.0127732,0.00897859,0.00980271,0.0104231,0.00294801,0.00670676,0.00245161,0.0303594,0.015651,0.0071401,0.00632682,0.0457642,0.00595629,0.0147975,0.0184207,0.0165967,0.0231869,0.021391,0.0179748,0.00691015,0.00753383,0.0125457,0.0145003,0.00795094,0.0103502,0.0120252,0.00941598,0.00506537,0.0134216,0.00961644
136,0.0186915,0.0180168,0.0088642,0.00466823,0.0158419,0.011019,0.0197753,0.00640621,0.0163132,0.0061285,0.0167691,0.0211382,0.014014,0.0195039,0.0049086,0.00585377,0.00994322,0.0232564,0.0043445,0.0128671,0.00907173,0.00995801,0.010475,0.00290349,0.0067185,0.00249189,0.0305312,0.0158202,0.00722453,0.00625752,0.0457197,0.00589025,0.014755,0.0183254,0.0164923,0.023291,0.0212598,0.0180001,0.00685394,0.00749846,0.012608,0.0143284,0.00809233,0.010519,0.0121197,0.00961377,0.00504626,0.0133744,0.00976393
137,0.018751,0.018056,0.00884654,0.00444028,0.0158317,0.0109609,0.0200519,0.00612732,0.0162578,0.00618169,0.0167751,0.0209618,0.0140352,0.0194975,0.00481519,0.00575873,0.00983975,0.0232455,0.00449551,0.0129497,0.00914972,0.0100966,0.0105154,0.00285836,0.00673459,0.00257486,0.0306968,0.0159728,0.00729707,0.00619223,0.0456616,0.00581863,0.0147235,0.0182317,0.0163827,0.0234002,0.0211279,0.0180186,0.00679831,0.00746704,0.0126626,0.0141791,0.00822961,0.010685,0.0122119,0.00980855,0.00502315,0.0133231,0.00989462
138,0.0186699,0.0180903,0.00896511,0.00430493,0.0158143,0.0109187,0.0201847,0.0060403,0.0162154,0.00626786,0.0167775,0.0208512,0.0140288,0.0194499,0.00477042,0.00568008,0.00977294,0.0232278,0.00451437,0.012942,0.00910425,0.0101191,0.0104546,0.00278825,0.00677892,0.0026738,0.0308417,0.0159673,0.00723746,0.00614046,0.0454968,0.00569158,0.0147632,0.0181453,0.0162352,0.023519,0.0209739,0.0179731,0.00672936,0.00744662,0.012665,0.0142527,0.00833087,0.0108152,0.0122801,0.00997235,0.00495662,0.0132415,0.00986851
139,0.0185689,0.0181233,0.00910119,0.00418817,0.0157935,0.0108791,0.0202965,0.00597924,0.0161769,0.0063601,0.0167791,0.020752,0.0140195,0.0193969,0.00473341,0.00560254,0.00971048,0.0232076,0.0045172,0.0129215,0.00904215,0.0101252,0.0103802,0.002714,0.00682654,0.00277031,0.0309806,0.0159441,0.00716387,0.00609492,0.0453179,0.00555835,0.0148144,0.0180608,0.0160829,0.0236405,0.0208194,0.0179186,0.00665955,0.00742942,0.0126599,0.0143503,0.0084283,0.0109419,0.0123456,0.0101333,0.00488457,0.0131555,0.00982719
140,0.0185492,0.0181585,0.00915147,0.00401768,0.0157714,0.0108302,0.0204923,0.00579866,0.016134,0.00643755,0.0167828,0.0206162,0.0140286,0.0193683,0.00466774,0.0055123,0.00962375,0.0231893,0.00460278,0.0129552,0.0090565,0.0101999,0.0103693,0.00265549,0.00685823,0.00288014,0.0311262,0.016024,0.00717479,0.00604781,0.0452034,0.00545389,0.0148259,0.0179728,0.0159526,0.0237598,0.0206822,0.0179027,0.00659952,0.00740931,0.0126853,0.0142999,0.00854754,0.0110925,0.0124257,0.0103139,0.00484035,0.0130877,0.00988763
141,0.0186107,0.0181963,0.00911517,0.00379478,0.0157493,0.0107724,0.0207732,0.00549781,0.0160863,0.00650202,0.0167885,0.020444,0.014056,0.0193646,0.00457197,0.00540952,0.00951209,0.0231734,0.00477826,0.0130447,0.00914793,0.0103433,0.0104235,0.00261578,0.00687444,0.0030288,0.031279,0.0162081,0.00727243,0.0059979,0.045153,0.00537859,0.0147973,0.0178811,0.0158449,0.0238775,0.0205628,0.0179266,0.00655025,0.00738661,0.0127407,0.0141002,0.00868792,0.0112673,0.012521,0.0105134,0.00482549,0.0130374,0.010048
142,0.0186529,0.0182325,0.0090958,0.00359385,0.0157259,0.010717,0.0210343,0.00522201,0.0160415,0.006574,0.0167925,0.0202825,0.0140816,0.0193534,0.00448277,0.00530868,0.00940498,0.0231544,0.00494322,0.0131228,0.00922467,0.0104712,0.0104659,0.00257581,0.00689429,0.00319686,0.0314261,0.0163752,0.00735801,0.00595375,0.045089,0.00529852,0.0147797,0.0177912,0.0157336,0.0239985,0.0204434,0.0179429,0.006501,0.00736806,0.0127887,0.0139236,0.0088228,0.0114385,0.0126136,0.0107096,0.00480598,0.0129831,0.010191
143,0.0185531,0.0182634,0.00921341,0.00348395,0.0156917,0.0106768,0.0211487,0.00514096,0.0160093,0.00667199,0.016791,0.020185,0.0140824,0.019295,0.00444407,0.00522433,0.00933603,0.0231258,0.00495715,0.013108,0.00917693,0.0104843,0.0104019,0.00250494,0.00693922,0.00330457,0.0315521,0.016382,0.0073065,0.00592684,0.0449188,0.00516198,0.0148332,0.0177098,0.0155874,0.0241233,0.0203038,0.0178913,0.00643728,0.00736067,0.0127849,0.013973,0.00891979,0.0115722,0.0126801,0.0108736,0.00474091,0.0128991,0.0101802
144,0.0184333,0.0182932,0.00934864,0.00339363,0.0156537,0.0106387,0.0212416,0.00508547,0.0159797,0.0067746,0.0167876,0.0200977,0.0140812,0.0192275,0.00441267,0.00514145,0.00927126,0.0230942,0.0049519,0.0130797,0.00911412,0.0104822,0.010324,0.00242946,0.00698734,0.00340106,0.0316726,0.0163715,0.00724016,0.0059074,0.0447349,0.00501913,0.0148975,0.0176308,0.0154368,0.0242488,0.0201638,0.0178297,0.0063724,0.00735698,0.0127734,0.0140476,0.00901134,0.0117021,0.0127432,0.0110338,0.00466961,0.0128108,0.0101534
145,0.0183961,0.0183254,0.00939706,0.0032533,0.0156168,0.0105918,0.0214199,0.00490917,0.0159439,0.00686492,0.0167862,0.0199732,0.0140976,0.0191828,0.00435098,0.00504712,0.0091819,0.0230664,0.0050387,0.0131076,0.00913009,0.01055,0.0103134,0.00237513,0.00702101,0.00354737,0.0318017,0.0164657,0.00726288,0.00588473,0.044615,0.00490632,0.0149215,0.017548,0.0153085,0.0243736,0.0200403,0.0178085,0.00631843,0.00735019,0.0127911,0.0139726,0.00912263,0.0118565,0.0128229,0.0112132,0.004627,0.0127396,0.0102255
146,0.0184418,0.0183604,0.00935813,0.00306651,0.0155827,0.010536,0.0216843,0.00461134,0.0159023,0.00694482,0.0167875,0.0198124,0.0141321,0.0191614,0.00425871,0.00494193,0.00906812,0.0230435,0.00522344,0.0131927,0.00922497,0.0106874,0.0103718,0.002346,0.00704074,0.00375987,0.0319399,0.0166646,0.00737755,0.00585735,0.0445593,0.00482539,0.0149052,0.017461,0.0152026,0.0244985,0.0199331,0.0178291,0.00627506,0.00733986,0.0128381,0.0137472,0.00925259,0.012036,0.01292,0.011412,0.00461448,0.0126849,0.0103944
147,0.0184683,0.0183945,0.00933622,0.00290433,0.0155472,0.010482,0.0219277,0.00433918,0.0158639,0.0070296,0.0167867,0.0196625,0.0141653,0.019131,0.00417341,0.004839,0.00895903,0.0230187,0.00539327,0.0132659,0.0093051,0.0108097,0.010418,0.00231665,0.00706338,0.00397486,0.0320736,0.0168463,0.00748016,0.00583579,0.0444898,0.00474037,0.0148991,0.0173756,0.0150935,0.0246251,0.0198253,0.0178414,0.00623082,0.00733325,0.0128773,0.0135468,0.00937566,0.0122114,0.0130139,0.0116066,0.00459673,0.0126261,0.010546
148,0.0183523,0.0184227,0.00945147,0.0028209,0.0154974,0.0104421,0.0220215,0.00426443,0.01584,0.00713276,0.0167778,0.0195759,0.0141745,0.0190503,0.0041404,0.00475198,0.0088893,0.0229845,0.0053966,0.0132432,0.00925984,0.0108183,0.0103537,0.00224922,0.00710834,0.00408038,0.0321863,0.0168658,0.00743855,0.00583393,0.0443146,0.00459485,0.0149615,0.0173002,0.0149513,0.0247503,0.0196984,0.017782,0.00617189,0.00733822,0.0128656,0.0135787,0.00946141,0.0123472,0.0130792,0.0117687,0.00453101,0.012539,0.0105465
149,0.0182164,0.01845,0.00958367,0.00275395,0.0154439,0.0104032,0.0220931,0.00421596,0.0158201,0.00723834,0.0167666,0.0194998,0.0141818,0.0189601,0.00411509,0.00466691,0.00882459,0.0229495,0.00537809,0.0132071,0.00919979,0.0108125,0.0102755,0.00217741,0.0071559,0.00416913,0.0322943,0.016867,0.00738148,0.0058388,0.0441257,0.00444207,0.0150331,0.0172276,0.0148068,0.0248752,0.0195711,0.0177124,0.00611221,0.00734695,0.0128457,0.0136384,0.00954192,0.0124786,0.0131408,0.0119275,0.0044593,0.012448,0.0105307
150,0.0181644,0.0184802,0.00962905,0.00264445,0.0153944,0.0103547,0.0222513,0.00404568,0.0157945,0.00733415,0.0167584,0.0193888,0.014206,0.0188955,0.00405846,0.00457112,0.00873478,0.0229209,0.00545948,0.013229,0.00922004,0.0108766,0.0102681,0.00213302,0.00719031,0.00433202,0.0324117,0.0169726,0.00741849,0.00583748,0.044001,0.00432344,0.0150644,0.0171498,0.0146841,0.025002,0.0194587,0.0176849,0.00606285,0.00735122,0.0128536,0.0135478,0.00964241,0.0126347,0.0132201,0.0121058,0.0044174,0.0123726,0.0106108
151,0.0181969,0.0185135,0.00958789,0.00250114,0.0153503,0.0102969,0.0224973,0.00375377,0.0157631,0.00742185,0.0167536,0.0192437,0.0142468,0.0188582,0.0039698,0.00446518,0.00861949,0.022899,0.0056456,0.0133095,0.00932078,0.0110104,0.0103332,0.00212049,0.00721259,0.00457934,0.0325381,0.0171832,0.0075528,0.00582892,0.0439404,0.00424166,0.0150548,0.0170661,0.0145829,0.0251322,0.0193604,0.0177011,0.00602272,0.00735116,0.0128883,0.0133053,0.0097623,0.0128162,0.0133176,0.0123036,0.0044055,0.0123126,0.0107863
152,0.0182108,0.0185456,0.00956426,0.00238516,0.0153042,0.0102395,0.0227223,0.00348877,0.0157363,0.00751322,0.0167458,0.019111,0.0142858,0.0188146,0.00388855,0.00436146,0.00850878,0.0228756,0.00581413,0.013378,0.00940677,0.0111302,0.0103867,0.00210839,0.00723752,0.00481815,0.0326591,0.0173748,0.0076744,0.00582577,0.0438664,0.00415646,0.0150543,0.0169845,0.014479,0.0252639,0.0192618,0.0177083,0.00598073,0.00735466,0.0129133,0.0130898,0.00987659,0.0129931,0.0134114,0.0124975,0.00438756,0.0122484,0.0109441
153,0.018082,0.0185715,0.00967711,0.00232584,0.0152408,0.0101935,0.0227939,0.00342131,0.0157254,0.00761812,0.0167277,0.0190409,0.0143022,0.0187214,0.00386143,0.00427286,0.00843868,0.0228413,0.00580563,0.0133492,0.0093665,0.0111365,0.0103267,0.00205113,0.00728203,0.00491589,0.0327572,0.0174013,0.0076438,0.00584385,0.0436868,0.00400395,0.0151217,0.0169138,0.0143455,0.0253912,0.0191468,0.0176417,0.00592341,0.00737013,0.0128865,0.0131137,0.00995629,0.0131282,0.0134743,0.0126599,0.00432018,0.0121574,0.0109523
154,0.0179349,0.0185957,0.00980687,0.00228104,0.0151741,0.0101474,0.0228425,0.00337997,0.015719,0.00772525,0.0167072,0.0189825,0.0143165,0.0186213,0.00384226,0.00418643,0.00837343,0.022805,0.00577402,0.013308,0.00931211,0.0111281,0.0102538,0.00198969,0.00732912,0.00499265,0.032849,0.0174078,0.00759683,0.00586769,0.0434933,0.00384389,0.0151987,0.0168453,0.0142105,0.0255185,0.0190322,0.0175645,0.00586362,0.00738907,0.0128497,0.0131679,0.0100323,0.0132585,0.0135328,0.0128188,0.00424585,0.0120618,0.0109438
155,0.0178725,0.0186227,0.00985074,0.002211,0.0151139,0.0100915,0.0229805,0.00321798,0.0157062,0.00782626,0.0166909,0.0188908,0.0143461,0.0185504,0.00379072,0.00409019,0.00828223,0.0227747,0.00585049,0.013327,0.00933898,0.0111903,0.0102545,0.00196275,0.00736455,0.00515943,0.032949,0.017519,0.00764947,0.0058833,0.0433636,0.00372347,0.0152367,0.0167701,0.0140973,0.0256506,0.0189312,0.0175308,0.00581251,0.00740334,0.0128387,0.0130704,0.010129,0.0134143,0.01361,0.0129968,0.00420172,0.0119802,0.0110291
156,0.0178953,0.0186526,0.00980969,0.00212915,0.0150617,0.0100263,0.023209,0.00293569,0.0156872,0.00792256,0.0166783,0.0187667,0.0143911,0.0185098,0.00370636,0.0039848,0.00816462,0.0227506,0.00603863,0.0134078,0.00944698,0.0113227,0.0103302,0.00197446,0.00738924,0.00542302,0.0330576,0.0177344,0.00780432,0.00588953,0.0432979,0.00364722,0.0152359,0.0166878,0.014005,0.0257887,0.018843,0.0175414,0.00576926,0.00741256,0.0128534,0.0128186,0.0102458,0.0135952,0.0137058,0.0131938,0.00418814,0.0119124,0.0112078
157,0.0179005,0.0186808,0.00978687,0.00207714,0.0150078,0.00996111,0.023416,0.00268076,0.0156718,0.00802258,0.0166622,0.0186551,0.0144343,0.0184634,0.00362938,0.00388234,0.00805123,0.0227231,0.00620792,0.0134777,0.00954077,0.0114409,0.0103942,0.00198693,0.0074166,0.00567087,0.0331598,0.0179297,0.00794535,0.00589951,0.0432189,0.00356855,0.0152452,0.0166073,0.0139117,0.0259276,0.0187548,0.0175431,0.0057232,0.00742489,0.0128587,0.0125955,0.0103585,0.0137707,0.0137969,0.0133866,0.00416816,0.0118397,0.0113683
158,0.0177643,0.0187018,0.00989969,0.00204724,0.0149331,0.00990663,0.0234663,0.00262045,0.0156731,0.00813242,0.0166336,0.0186038,0.0144563,0.0183667,0.00360758,0.00379352,0.00797888,0.0226799,0.00619116,0.0134495,0.0095081,0.0114467,0.0103424,0.00194735,0.00746119,0.00575604,0.0332373,0.0179582,0.00792754,0.00593116,0.0430344,0.00341201,0.0153221,0.0165402,0.0137919,0.0260582,0.0186521,0.0174694,0.00566181,0.00745053,0.0128137,0.0126194,0.0104393,0.0139038,0.0138555,0.0135474,0.00409823,0.0117406,0.0113804
