Timestep,C7,LANK,LASI,LBiceps,LClavicle,LD1M,LElbow,LForearm,LHEE,LKNE,LLCA,LMAnkle,LMElbow,LMKnee,LMT5,LPSI,LSH1,LSH2,LSH3,LSTL,LShoulder,LTH1,LTH2,LTH3,LTHI,LTIB,LTOE,LWrist,RANK,RASI,RBiceps,RD1M,RElbow,RForearm,RHEE,RKNE,RLCA,RMAnkle,RMElbow,RMKnee,RMT5,RPSI,RSH1,RSH2,RSTL,RShoulder,RTH1,RTH2,RTH3,RTHI,RTIB,RTOE,RWrist
205,0.0475425,0.0210026,0.0145723,0.0209414,0.0503582,0.0059072,0.0229757,0.0106079,0.00763414,0.0187111,0.012882,0.00395891,0.00822488,0,0.0120632,0.0849692,0.00745797,0.00486089,0.003766,0.00421364,0.0273536,0.0257144,0.0302554,0.030261,0.0239167,0.0110398,0.00987078,0.0155624,0.0209643,0.0198976,0.00998917,0.00902158,0.0201996,0.00452142,0.00871542,0.0150841,0.0170727,0.0170821,0.018223,0,0.0105069,0.0731235,0.00349463,0.00777983,0.0109597,0.0266469,0.0109082,0.0159764,0.0131896,0.0129697,0.00395877,0.00896905,0.0140184
206,0.0474966,0.0210035,0.0146826,0.0209197,0.0502602,0.00589978,0.0229414,0.0105589,0.00773895,0.0187525,0.0127507,0.00404323,0.00831969,0,0.0122678,0.0849593,0.00747759,0.00491764,0.00360606,0.00409129,0.0272947,0.0258627,0.0303486,0.0303714,0.0240767,0.0111467,0.0100449,0.0156856,0.020991,0.0200448,0.010043,0.00894982,0.0204883,0.00485093,0.0087621,0.01509,0.0170778,0.0171642,0.0184797,0,0.0104391,0.0730872,0.00350984,0.00780085,0.0109774,0.0263119,0.0111254,0.016258,0.0134288,0.0132405,0.00399238,0.00905563,0.0143947
207,0.0474432,0.0210027,0.0147864,0.0209262,0.0501644,0.00589474,0.0229136,0.0105267,0.00784691,0.0187864,0.0126172,0.00413031,0.00840355,0,0.012472,0.0849452,0.00749909,0.00497214,0.00344899,0.00394844,0.0272586,0.0259968,0.0304275,0.0304676,0.02422,0.011249,0.0102188,0.0157851,0.0210133,0.0201833,0.0101047,0.00887824,0.0207437,0.00517042,0.00881525,0.0151072,0.0170858,0.0172441,0.0187187,0,0.0103736,0.0730457,0.00353097,0.00782474,0.0109934,0.0260111,0.0113387,0.0165299,0.013661,0.013504,0.00402625,0.00914296,0.0147411
208,0.0473219,0.0209854,0.0148373,0.0211479,0.0500556,0.00586767,0.0229291,0.0106063,0.00798168,0.0187583,0.0124561,0.00422042,0.00837754,0,0.0126777,0.0849027,0.00751182,0.00496642,0.00332038,0.00377703,0.0273866,0.0260213,0.0303924,0.0304565,0.0242384,0.011307,0.010383,0.0157134,0.0210128,0.020244,0.0101323,0.00881814,0.0207703,0.00535083,0.00893111,0.0151963,0.0171227,0.0173295,0.0188014,0,0.0103142,0.0729722,0.00359922,0.00788445,0.0110073,0.025969,0.0115253,0.0167389,0.0138508,0.0137173,0.00406737,0.00921127,0.0149031
209,0.047193,0.0209664,0.0148811,0.0213967,0.0499479,0.00584372,0.0229554,0.0107035,0.00812185,0.0187212,0.0122932,0.0043149,0.00834151,0,0.012882,0.0848556,0.00752438,0.00495634,0.00319502,0.00360024,0.0275376,0.0260311,0.0303427,0.0304317,0.0242405,0.0113601,0.0105471,0.0156177,0.0210079,0.0202964,0.0101569,0.00875947,0.0207636,0.00550913,0.00905394,0.0152946,0.0171633,0.0174132,0.0188646,0,0.0102574,0.0728941,0.00367068,0.00794634,0.01102,0.0259625,0.0117084,0.0169384,0.0140335,0.0139244,0.00410676,0.00927982,0.0150369
210,0.0471063,0.0209584,0.0149555,0.021513,0.0498536,0.00584327,0.0229582,0.0107337,0.00824551,0.0187224,0.0121499,0.00441169,0.00837504,0,0.0130837,0.0848248,0.00754601,0.00499218,0.00305022,0.00343412,0.0275897,0.0261077,0.0303632,0.0304723,0.0243189,0.0114422,0.010718,0.0156237,0.0210142,0.0203981,0.0102112,0.00869234,0.0208901,0.00575066,0.00913589,0.0153502,0.0171846,0.0174881,0.0190253,0,0.0101999,0.0728336,0.00370985,0.0079818,0.0110314,0.0257995,0.0119055,0.0171724,0.0142379,0.0141596,0.00413745,0.00936461,0.0152732
211,0.0470616,0.0209602,0.0150611,0.0214967,0.0497733,0.00586513,0.0229338,0.010696,0.00835075,0.0187633,0.0120253,0.00450975,0.00847693,0,0.0132821,0.08481,0.00757827,0.00507539,0.00288615,0.003283,0.0275426,0.0262513,0.0304546,0.0305783,0.0244739,0.0115535,0.0108951,0.0157318,0.0210313,0.0205487,0.0103019,0.00861643,0.0211497,0.00608069,0.00917693,0.015365,0.017186,0.0175549,0.0192836,0,0.0101419,0.0727903,0.00371845,0.00799129,0.0110411,0.0254794,0.0121159,0.0174402,0.0144641,0.0144218,0.00416066,0.00946582,0.0156105
212,0.0470094,0.0209596,0.0151604,0.021507,0.0496947,0.00588816,0.0229172,0.0106752,0.00845892,0.0187968,0.0118981,0.0046102,0.00856655,0,0.0134797,0.0847908,0.00761204,0.00515534,0.00272584,0.00314546,0.0275176,0.0263808,0.0305313,0.0306706,0.0246126,0.0116599,0.011071,0.0158158,0.0210435,0.0206907,0.010396,0.00854053,0.021376,0.00639219,0.00922436,0.0153906,0.0171897,0.0176194,0.019522,0,0.0100869,0.0727421,0.00373138,0.00800283,0.0110491,0.0251941,0.0123216,0.0176974,0.0146822,0.0146761,0.00418281,0.00956682,0.0159184
213,0.0468901,0.0209438,0.0152058,0.0217312,0.0496006,0.00588884,0.0229524,0.0107684,0.00859836,0.0187646,0.0117441,0.00471693,0.00854598,0,0.0136797,0.0847438,0.00763396,0.0051692,0.00259512,0.00301805,0.0276564,0.0263996,0.0304931,0.0306551,0.0246256,0.0117196,0.0112379,0.0157276,0.0210327,0.020756,0.0104349,0.00847619,0.0213724,0.006547,0.00933279,0.0154839,0.0172234,0.0176873,0.0196014,0,0.0100372,0.0726633,0.00378649,0.00804818,0.0110554,0.0251711,0.0125008,0.0178919,0.0148567,0.0148817,0.00420846,0.00964831,0.016045
214,0.046763,0.0209268,0.0152439,0.0219822,0.0495078,0.00589166,0.0229992,0.0108793,0.00874318,0.018723,0.0115885,0.0048277,0.0085134,0,0.0138791,0.0846934,0.00765539,0.00517749,0.00246885,0.00290849,0.027818,0.0264036,0.03044,0.0306251,0.0246223,0.0117737,0.0114038,0.0156164,0.0210174,0.0208129,0.0104677,0.00841287,0.0213351,0.00667773,0.00944811,0.0155849,0.0172602,0.0177528,0.0196607,0,0.00999001,0.0725803,0.00384451,0.00809496,0.0110601,0.0251844,0.0126757,0.0180762,0.0150235,0.0150797,0.00423225,0.00972999,0.0161435
215,0.0466777,0.0209193,0.0153132,0.0221,0.0494294,0.0059158,0.0230168,0.0109211,0.00886786,0.0187222,0.0114523,0.00493791,0.00854712,0,0.0140748,0.084659,0.00768834,0.00523408,0.00232288,0.00282753,0.027879,0.0264752,0.0304581,0.0306614,0.024696,0.0118578,0.0115748,0.0156074,0.0210131,0.0209187,0.0105409,0.00834064,0.0214325,0.00689883,0.00952343,0.0156454,0.0172771,0.0178114,0.019817,0,0.00994312,0.0725147,0.00387287,0.00811643,0.011063,0.0250396,0.0128632,0.0182937,0.0152116,0.0153035,0.00425005,0.00982861,0.0163427
216,0.0466338,0.0209202,0.0154142,0.0220847,0.0493661,0.00595923,0.0230027,0.0108931,0.0089703,0.0187637,0.0113345,0.00504609,0.00864622,0,0.0142664,0.0846405,0.00773337,0.00533984,0.00215716,0.00277797,0.027839,0.0266144,0.0305476,0.0307641,0.0248464,0.0119721,0.01175,0.0156997,0.0210193,0.0210734,0.0106598,0.00825898,0.0216646,0.00721301,0.00955928,0.015667,0.0172732,0.0178638,0.0200708,0,0.00989626,0.0724661,0.00387271,0.00811324,0.0110638,0.0247362,0.0130623,0.0185437,0.0154208,0.0155522,0.00426211,0.00994373,0.016642
217,0.0465823,0.0209189,0.0155088,0.0220954,0.0493042,0.00600256,0.0229978,0.0108821,0.00907615,0.0187971,0.0112144,0.00515682,0.0087305,0,0.0144573,0.0846179,0.00777888,0.00544088,0.00199615,0.00273762,0.0278208,0.026739,0.0306224,0.0308528,0.0249806,0.0120808,0.0119225,0.0157682,0.021021,0.0212198,0.0107771,0.00817748,0.0218639,0.00750526,0.00960151,0.0156982,0.017272,0.0179134,0.0203041,0,0.00985216,0.0724131,0.00387564,0.00811151,0.0110624,0.0244679,0.013256,0.0187824,0.0156214,0.0157928,0.00427271,0.0100586,0.0169122
218,0.0464645,0.0209032,0.0155491,0.0223194,0.0492253,0.00602555,0.0230519,0.0109882,0.00921793,0.0187607,0.0110685,0.00527691,0.00870228,0,0.0146511,0.0845685,0.00781006,0.0054714,0.00186719,0.00266365,0.0279663,0.0267523,0.0305815,0.0308329,0.0249883,0.0121411,0.0120864,0.0156657,0.0209992,0.0212895,0.0108224,0.00810834,0.0218313,0.00763256,0.00970292,0.0157928,0.0173013,0.0179642,0.020377,0,0.00981335,0.0723303,0.00391694,0.0081413,0.0110591,0.0244647,0.0134241,0.0189584,0.0157773,0.0159854,0.00428344,0.0101534,0.0170038
219,0.0463397,0.0208859,0.0155821,0.0225694,0.0491471,0.00604962,0.0231182,0.0111118,0.00936472,0.0187149,0.0109217,0.00540031,0.0086588,0,0.0148443,0.0845159,0.00784124,0.00549568,0.00174464,0.0025678,0.028133,0.0267511,0.0305257,0.0307989,0.0249793,0.0121955,0.0122489,0.0155408,0.0209718,0.0213507,0.0108589,0.00804019,0.0217657,0.0077346,0.00981106,0.0158946,0.0173336,0.0180123,0.0204294,0,0.00977732,0.0722434,0.00396087,0.00817274,0.0110544,0.0244981,0.0135871,0.0191237,0.0159245,0.0161703,0.00429179,0.0102481,0.0170684
220,0.046256,0.020877,0.015647,0.0226855,0.0490839,0.00609075,0.0231507,0.0111639,0.00948795,0.0187129,0.0107938,0.00552024,0.00867868,0,0.0150332,0.0844789,0.00788488,0.00556894,0.00160331,0.00246909,0.0281981,0.0268179,0.0305413,0.0308311,0.0250474,0.0122811,0.0124142,0.0155178,0.0209554,0.0214602,0.0109435,0.00796302,0.0218359,0.0079309,0.00988084,0.0159576,0.0173456,0.018055,0.0205786,0,0.00974239,0.0721733,0.00397792,0.00817952,0.0110474,0.0243719,0.0137609,0.0193212,0.0160928,0.0163792,0.00429562,0.0103597,0.017233
221,0.046213,0.0208752,0.0157446,0.0226676,0.0490357,0.00614811,0.0231473,0.0111433,0.00958658,0.0187557,0.0106834,0.0056364,0.00876198,0,0.0152177,0.0844576,0.0079421,0.005692,0.00144302,0.0023691,0.0281609,0.0269524,0.0306288,0.0309301,0.0251931,0.0123982,0.0125819,0.0155961,0.0209498,0.0216181,0.0110808,0.00787671,0.0220426,0.00822303,0.00991235,0.0159835,0.0173368,0.0180926,0.0208243,0,0.00970906,0.0721197,0.00396855,0.00816262,0.0110377,0.0240857,0.0139452,0.0195502,0.0162824,0.0166111,0.00429652,0.0104888,0.0174965
222,0.0461621,0.0208714,0.0158357,0.0226753,0.0489881,0.00620473,0.0231535,0.0111392,0.0096891,0.0187901,0.010571,0.00575532,0.00882819,0,0.0154015,0.0844329,0.00799972,0.0058089,0.00129041,0.00225178,0.0281441,0.0270721,0.030702,0.0310155,0.0253222,0.012509,0.0127468,0.0156515,0.0209393,0.0217674,0.0112129,0.00779091,0.0222164,0.00849135,0.00995035,0.0160181,0.0173305,0.0181271,0.0210484,0,0.00967921,0.072062,0.00396224,0.00814724,0.011026,0.0238351,0.0141239,0.0197674,0.0164628,0.0168339,0.0042959,0.0106179,0.0177318
223,0.0460457,0.0208553,0.0158708,0.0228954,0.0489223,0.00624356,0.023225,0.0112558,0.00983112,0.0187512,0.010435,0.00588577,0.00877702,0,0.0155896,0.0843821,0.00804071,0.00585254,0.00117547,0.00210351,0.0282912,0.0270799,0.0306585,0.0309914,0.0253241,0.0125696,0.0129044,0.0155371,0.0209041,0.0218395,0.01126,0.00771778,0.0221577,0.00859092,0.0100461,0.0161121,0.0173554,0.0181604,0.0211129,0,0.00965339,0.0719757,0.00399091,0.00816147,0.0110119,0.0238516,0.0142776,0.0199219,0.016598,0.0170105,0.0042917,0.0107256,0.0177916
224,0.0459221,0.0208374,0.0158985,0.0231405,0.048857,0.00628327,0.0233093,0.0113906,0.00997803,0.0187025,0.0102989,0.00601969,0.00870635,0,0.0157767,0.0843283,0.00808126,0.005889,0.00107286,0.00196475,0.0284593,0.0270728,0.0306002,0.0309531,0.0253094,0.0126242,0.0130596,0.0154007,0.0208633,0.0219022,0.0112965,0.00764583,0.0220662,0.00866556,0.0101481,0.0162124,0.0173837,0.0181912,0.0211567,0,0.00963045,0.0718858,0.00402167,0.00817656,0.0109958,0.0239047,0.0144258,0.0200651,0.016724,0.0171787,0.0042847,0.0108324,0.0178252
225,0.0458392,0.0208268,0.0159595,0.023251,0.0488063,0.00633704,0.0233553,0.0114508,0.0100989,0.0186999,0.0101803,0.0061483,0.00869779,0,0.0159581,0.0842898,0.00813565,0.0059747,0.000957013,0.00186157,0.028524,0.027134,0.0306142,0.0309818,0.0253721,0.0127105,0.0132164,0.0153657,0.0208332,0.0220128,0.0113874,0.0075654,0.0221123,0.00883686,0.0102135,0.0162758,0.0173911,0.018218,0.0212961,0,0.0096104,0.0718122,0.00402776,0.00816829,0.0109772,0.0237967,0.0145834,0.0202398,0.0168706,0.0173692,0.00427585,0.0109566,0.0179577
226,0.045797,0.0208221,0.0160545,0.0232274,0.0487701,0.00640297,0.0233611,0.0114349,0.0101922,0.0187446,0.0100787,0.0062703,0.00875255,0,0.0161342,0.0842664,0.00820498,0.00611016,0.000830786,0.00179306,0.0284845,0.0272644,0.0307002,0.0310782,0.0255125,0.0128285,0.0133743,0.0154313,0.0208142,0.0221713,0.0115353,0.00747634,0.0222964,0.00910469,0.010242,0.0163035,0.0173776,0.0182411,0.0215299,0,0.00959456,0.0717546,0.00401005,0.0081372,0.010956,0.0235272,0.0147506,0.0204458,0.0170381,0.0175815,0.00426634,0.0110981,0.0181876
227,0.0457471,0.020815,0.0161435,0.0232286,0.0487339,0.0064673,0.023377,0.0114354,0.0102895,0.0187803,0.00997603,0.00639507,0.00878702,0,0.0163094,0.0842398,0.0082745,0.00623752,0.000728812,0.00174945,0.0284648,0.0273798,0.0307712,0.0311604,0.025636,0.0129407,0.0135297,0.015474,0.0207892,0.02232,0.0116751,0.00738862,0.0224478,0.00934783,0.0102767,0.0163386,0.0173673,0.0182614,0.0217424,0,0.00958251,0.0716929,0.00399538,0.00810704,0.0109322,0.0232936,0.0149119,0.02064,0.0171965,0.0177848,0.00425517,0.011239,0.0183907
228,0.0456319,0.0207972,0.0161744,0.0234414,0.0486785,0.00651723,0.0234639,0.0115602,0.0104303,0.0187395,0.00985182,0.00653407,0.00869543,0,0.0164893,0.0841879,0.00832507,0.00628984,0.000685726,0.00173151,0.0286088,0.0273818,0.0307253,0.0311325,0.0256323,0.0130009,0.0136791,0.0153497,0.0207386,0.0223902,0.0117205,0.00731355,0.0223654,0.00942152,0.0103673,0.0164287,0.0173885,0.0182784,0.0217969,0,0.00957255,0.0716039,0.00401242,0.00810513,0.0109061,0.0233289,0.0150485,0.0207712,0.0173091,0.0179424,0.00423679,0.0113576,0.0184216
229,0.0455098,0.0207785,0.0161977,0.0236784,0.0486223,0.00656789,0.023564,0.0117031,0.0105772,0.0186891,0.00972859,0.00667651,0.00858018,0,0.0166683,0.0841333,0.00837504,0.00633468,0.000677622,0.00174521,0.0287725,0.0273692,0.0306645,0.0310902,0.0256116,0.0130544,0.0138264,0.0152048,0.0206821,0.0224508,0.0117543,0.00724086,0.0222503,0.00947072,0.0104647,0.0165245,0.0174126,0.0182924,0.0218306,0,0.00956571,0.0715115,0.0040315,0.008104,0.0108781,0.0234008,0.0151793,0.0208907,0.0174117,0.0180914,0.00421513,0.0114752,0.0184275
230,0.0454283,0.0207657,0.0162559,0.0237802,0.0485798,0.00662924,0.0236211,0.0117679,0.0106952,0.0186874,0.00962246,0.00681163,0.00852769,0,0.0168407,0.0840934,0.00843999,0.00642855,0.000681985,0.00177621,0.028831,0.0274256,0.0306764,0.0311156,0.0256687,0.0131404,0.0139742,0.0151604,0.0206365,0.0225586,0.0118466,0.00716098,0.0222747,0.00961723,0.0105274,0.0165851,0.0174157,0.0183039,0.0219586,0,0.00956413,0.0714348,0.00402874,0.00808028,0.010847,0.0233102,0.0153189,0.0210415,0.0175354,0.0182618,0.00419404,0.0116099,0.0185311
231,0.0453865,0.020758,0.0163501,0.0237473,0.0485517,0.00669972,0.0236338,0.0117532,0.0107832,0.0187349,0.00953173,0.00693883,0.00854002,0,0.0170064,0.0840682,0.00852005,0.00657036,0.00070684,0.00181223,0.0287845,0.027551,0.0307604,0.0312091,0.0258035,0.0132594,0.014122,0.0152148,0.0206016,0.0227136,0.0119991,0.00707395,0.0224391,0.00986067,0.0105553,0.0166115,0.0173983,0.0183137,0.0221796,0,0.00956895,0.0713733,0.0040052,0.00803417,0.0108127,0.0230568,0.015467,0.0212229,0.0176798,0.0184522,0.0041753,0.0117619,0.0187311
232,0.0453368,0.020748,0.0164379,0.0237382,0.0485231,0.00676825,0.0236575,0.0117553,0.0108763,0.0187733,0.00944049,0.00706861,0.00852983,0,0.0171711,0.0840395,0.00859996,0.00670288,0.000771092,0.00186021,0.0287573,0.0276616,0.0308293,0.0312885,0.0259216,0.0133721,0.0142675,0.0152467,0.020561,0.0228581,0.0121417,0.0069891,0.0225709,0.0100794,0.0105895,0.0166445,0.0173841,0.0183207,0.0223789,0,0.00957806,0.071308,0.00398406,0.00798923,0.0107762,0.0228392,0.0156087,0.0213919,0.0178147,0.018633,0.00415471,0.0119122,0.018905
233,0.0452224,0.0207296,0.0164651,0.0239398,0.0484735,0.00682538,0.0237574,0.0118857,0.0110165,0.0187323,0.00933149,0.00721477,0.00838572,0,0.0173416,0.0839866,0.00865969,0.00676051,0.000868064,0.00193839,0.0288943,0.0276581,0.030781,0.031257,0.025912,0.0134315,0.0144085,0.0151154,0.0204939,0.0229226,0.0121835,0.0069171,0.0224677,0.0101288,0.0106773,0.0167282,0.0174007,0.0183222,0.022422,0,0.00958673,0.0712164,0.0039915,0.00797138,0.0107374,0.0228912,0.0157261,0.0214983,0.0179027,0.0187694,0.00412377,0.0120388,0.0189099
234,0.0451011,0.0207107,0.0164846,0.0241653,0.0484218,0.00688282,0.0238694,0.0120339,0.0111629,0.0186814,0.00922471,0.00736489,0.00821194,0,0.0175106,0.0839307,0.00871836,0.00681015,0.000977974,0.00203533,0.02905,0.0276397,0.030718,0.0312114,0.0258854,0.0134836,0.0145478,0.0149643,0.0204204,0.0229762,0.0122128,0.0068478,0.0223326,0.0101545,0.0107721,0.0168165,0.0174204,0.0183204,0.0224454,0,0.00959832,0.0711221,0.00400181,0.00795416,0.0106958,0.0229793,0.0158377,0.0215927,0.017981,0.0188964,0.00408944,0.0121632,0.0188911
235,0.04502,0.0206962,0.0165414,0.0242553,0.0483835,0.00694743,0.0239356,0.012101,0.0112784,0.0186814,0.00913366,0.00750562,0.00809711,0,0.0176722,0.0838889,0.00879245,0.00690732,0.00109167,0.00212987,0.0290996,0.0276908,0.0307277,0.0312341,0.0259364,0.0135689,0.0146866,0.0149116,0.0203576,0.023077,0.0123036,0.00677304,0.0223381,0.0102776,0.0108338,0.0168707,0.0174194,0.0183181,0.0225614,0,0.00961781,0.0710429,0.00399281,0.0079151,0.0106516,0.0229042,0.0159571,0.0217177,0.0180802,0.0190434,0.00405833,0.0123044,0.0189689
236,0.0449787,0.0206852,0.0166367,0.0242096,0.0483589,0.00701733,0.0239541,0.0120855,0.011362,0.0187331,0.00905649,0.00763588,0.00804145,0,0.0178258,0.0838614,0.00888234,0.00705114,0.00121193,0.0022162,0.0290429,0.0278114,0.0308102,0.0313249,0.0260655,0.0136874,0.0148249,0.0149561,0.020305,0.0232254,0.012457,0.00669313,0.0224852,0.0104974,0.0108627,0.0168923,0.0173975,0.0183157,0.0227684,0,0.00964651,0.0709778,0.00396478,0.00785445,0.0106046,0.0226653,0.0160841,0.0218733,0.0182003,0.0192097,0.00403187,0.012462,0.0191419
237,0.0449295,0.0206726,0.0167257,0.0241872,0.0483326,0.00708522,0.0239832,0.0120864,0.0114511,0.0187758,0.00897951,0.00776895,0.00795069,0,0.017978,0.0838303,0.00897158,0.00718504,0.00134084,0.0023116,0.0290049,0.0279169,0.0308777,0.0314015,0.0261782,0.013799,0.0149608,0.0149791,0.020246,0.023363,0.0125984,0.00661577,0.0226005,0.0106927,0.0108982,0.016919,0.017378,0.0183106,0.0229538,0,0.00967936,0.0709093,0.0039395,0.00779466,0.0105553,0.0224623,0.0162048,0.0220163,0.0183106,0.0193662,0.0040029,0.0126171,0.0192898
238,0.0448163,0.0206541,0.0167504,0.0243747,0.0482839,0.00714522,0.0240927,0.0122191,0.0115916,0.0187361,0.00888954,0.00792127,0.00770633,0,0.0181369,0.0837758,0.00903891,0.00724375,0.00146951,0.0024423,0.0291318,0.0279077,0.0308272,0.0313674,0.0261625,0.0138561,0.0150939,0.0148433,0.0201606,0.0234197,0.0126351,0.00655114,0.0224797,0.0107206,0.0109857,0.016993,0.0173891,0.0182979,0.0229866,0,0.0097086,0.0708164,0.00394128,0.00776096,0.0105034,0.0225294,0.0163015,0.0220963,0.0183739,0.0194786,0.00396081,0.0127469,0.0192725
239,0.0446961,0.0206356,0.0167667,0.0245861,0.0482325,0.00720474,0.0242145,0.0123692,0.0117388,0.018686,0.0088035,0.00807704,0.00742884,0,0.0182947,0.0837182,0.0091044,0.00729345,0.00159928,0.00258425,0.0292774,0.0278835,0.0307618,0.0313187,0.0261296,0.0139066,0.0152252,0.0146883,0.0200682,0.0234651,0.0126593,0.00649081,0.0223269,0.0107256,0.0110803,0.0170703,0.0174035,0.0182815,0.023,0,0.00974113,0.0707201,0.00394597,0.00772828,0.0104489,0.0226322,0.0163914,0.0221642,0.0184269,0.0195808,0.00391583,0.0128736,0.0192323
240,0.0446153,0.0206204,0.0168232,0.0246613,0.0481945,0.00726832,0.0242875,0.0124354,0.0118533,0.0186891,0.00873106,0.0082214,0.00722366,0,0.0184434,0.0836745,0.00918559,0.00738942,0.00173127,0.00271079,0.0293156,0.0279289,0.0307697,0.0313382,0.0261751,0.0139903,0.0153551,0.0146296,0.0199861,0.0235581,0.0127463,0.00642681,0.0223168,0.010827,0.0111434,0.0171149,0.0173964,0.0182661,0.023104,0,0.00978371,0.070638,0.00393327,0.00767434,0.0103921,0.0225705,0.0164884,0.0222621,0.0185006,0.0197017,0.00387671,0.013016,0.0192875
241,0.0445731,0.0206074,0.0169211,0.0245997,0.0481698,0.00733428,0.02431,0.0124163,0.0119341,0.0187465,0.00867032,0.00835366,0.00710039,0,0.0185828,0.083644,0.00928334,0.00753082,0.00186674,0.00281881,0.0292466,0.0280446,0.0308505,0.0314267,0.0262992,0.0141076,0.0154833,0.0146652,0.0199145,0.0236991,0.0128966,0.00635983,0.0224496,0.011024,0.0111751,0.0171282,0.0173677,0.0182525,0.0232971,0,0.00983757,0.07057,0.00390408,0.00759935,0.0103325,0.0223445,0.0165926,0.0223901,0.0185952,0.019841,0.00384423,0.0131744,0.019437
242,0.0445231,0.0205936,0.0170126,0.024561,0.048142,0.00739771,0.0243433,0.0124137,0.0120207,0.018794,0.00861124,0.00848871,0.00696804,0,0.0187209,0.0836098,0.00937929,0.00766213,0.00200284,0.00293456,0.0291965,0.0281455,0.0309165,0.0315009,0.026406,0.0142173,0.0156096,0.01468,0.0198361,0.0238294,0.0130342,0.00629669,0.0225507,0.0111969,0.0112136,0.0171459,0.0173411,0.0182357,0.0234698,0,0.00989548,0.0704987,0.00387786,0.00752528,0.0102705,0.0221538,0.01669,0.0225058,0.0186795,0.0199703,0.00380955,0.0133289,0.0195623
243,0.0444104,0.0205769,0.0170364,0.0247324,0.0480913,0.00745655,0.02446,0.0125462,0.0121622,0.0187564,0.00854532,0.00864495,0.00670746,0,0.0188671,0.0835528,0.00945168,0.00771866,0.00213181,0.00309185,0.0293114,0.0281305,0.0308644,0.0314637,0.0263839,0.0142721,0.0157344,0.0145415,0.0197307,0.0238782,0.0130656,0.00624549,0.0224148,0.0112052,0.0113027,0.0172069,0.0173453,0.0182092,0.0234932,0,0.00994689,0.0704035,0.00387641,0.00747713,0.0102066,0.0222333,0.0167636,0.0225579,0.0187154,0.0200555,0.00375931,0.0134571,0.0195259
244,0.0442905,0.0205607,0.0170515,0.0249269,0.048038,0.00751533,0.0245895,0.0126958,0.012311,0.0187088,0.00848472,0.00880451,0.00644077,0,0.0190128,0.0834932,0.00952195,0.00776566,0.00225991,0.0032592,0.0294451,0.0281,0.0307975,0.0314123,0.0263453,0.0143195,0.0158573,0.0143854,0.0196177,0.0239158,0.0130836,0.00619907,0.0222471,0.0111918,0.0113989,0.0172701,0.0173525,0.0181792,0.0234979,0,0.0100013,0.0703058,0.0038786,0.00743033,0.0101411,0.0223481,0.0168298,0.0225976,0.0187411,0.0201307,0.00370584,0.0135814,0.0194678
245,0.0442093,0.0205463,0.0171101,0.0249842,0.0479976,0.00757457,0.0246673,0.0127592,0.0124248,0.0187159,0.00843515,0.00895107,0.00627233,0,0.0191488,0.0834464,0.00960842,0.00785747,0.00239013,0.00340468,0.0294708,0.02814,0.0308037,0.0314299,0.0263853,0.0144007,0.0159777,0.0143225,0.0195149,0.0240019,0.013165,0.00615165,0.0222235,0.0112736,0.0114658,0.017302,0.017338,0.0181515,0.0235912,0,0.0100679,0.070222,0.00386589,0.00736324,0.0100736,0.0222984,0.0169022,0.0226674,0.0187875,0.0202232,0.00366098,0.0137204,0.0195039
246,0.0441668,0.0205325,0.0172136,0.0249047,0.0479697,0.00763233,0.0246928,0.012735,0.0125026,0.0187786,0.00839402,0.00908365,0.00620517,0,0.0192738,0.0834122,0.00971097,0.00799321,0.00252286,0.003526,0.0293887,0.0282505,0.0308832,0.0315167,0.0265038,0.0145156,0.016095,0.0143506,0.0194225,0.0241372,0.0133101,0.0061037,0.0223442,0.0114492,0.0115034,0.0173039,0.0173011,0.0181266,0.0237714,0,0.0101477,0.070151,0.00383843,0.00727569,0.0100038,0.0220837,0.0169809,0.0227672,0.0188549,0.0203327,0.00362556,0.0138745,0.0196325
247,0.0441166,0.0205185,0.0173106,0.0248479,0.0479385,0.00768802,0.0247296,0.0127275,0.012587,0.0188316,0.00835577,0.00921901,0.00613216,0,0.0193973,0.0833747,0.00981115,0.00811768,0.00265404,0.00365493,0.0293253,0.0283461,0.0309479,0.0315888,0.0266055,0.0146229,0.0162101,0.0143591,0.0193229,0.0242619,0.0134423,0.00606074,0.0224337,0.0116017,0.0115476,0.017309,0.0172665,0.0180985,0.0239312,0,0.0102307,0.070077,0.003815,0.00718916,0.00993185,0.0219041,0.0170523,0.0228539,0.0189116,0.0204315,0.00358824,0.0140239,0.0197384
248,0.0440037,0.020505,0.0173352,0.0250013,0.0478844,0.00774367,0.0248527,0.012858,0.0127295,0.0187969,0.0083181,0.00937757,0.00591301,0,0.0195314,0.0833151,0.00988694,0.00816846,0.00277611,0.00383107,0.0294279,0.0283251,0.0308941,0.0315486,0.026578,0.0146739,0.0163247,0.0142202,0.0191956,0.0243043,0.0134672,0.00602833,0.0222853,0.011593,0.0116406,0.0173544,0.0172629,0.0180589,0.0239462,0,0.0103044,0.0699803,0.0038155,0.00712915,0.00985884,0.0219937,0.0170999,0.0228763,0.0189193,0.0204862,0.00353258,0.0141454,0.0196869
